STATE,ST_CASE,VEH_NO,PER_NO,PBPTYPE,PBAGE,PBSEX,PBCWALK,PBSWALK,PBSZONE,PEDCTYPE,BIKECTYPE,PEDLOC,BIKELOC,PEDPOS,BIKEPOS,PEDDIR,BIKEDIR,MOTDIR,MOTMAN,PEDLEG,PEDSNR,PEDCGP,BIKECGP,st_case_year,idno
24,240191,0,1,5,32,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240191_2014,4864
24,240197,0,1,5,21,1,0,0,0,690,0,1,7,1,7,8,7,9,8,8,8,990,0,240197_2014,4865
24,240198,0,1,5,47,2,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,240198_2014,4866
24,240199,0,1,5,13,2,0,0,1,150,0,4,7,8,7,8,7,8,8,8,8,100,0,240199_2014,4867
24,240199,0,2,5,52,2,0,0,1,150,0,4,7,8,7,8,7,8,8,8,8,100,0,240199_2014,4868
24,240200,0,1,5,71,1,0,0,0,690,0,1,7,1,7,2,7,3,3,1,2b,990,0,240200_2014,4869
24,240205,0,1,5,24,1,0,0,0,741,0,3,7,3,7,8,7,8,8,8,8,740,0,240205_2014,4870
24,240209,0,1,5,43,1,0,0,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0,240209_2014,4871
24,240213,0,1,5,41,1,1,0,0,760,0,1,7,2,7,3,7,2,3,2,3a,750,0,240213_2014,4872
24,240215,0,1,5,53,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240215_2014,4873
24,240217,0,1,5,40,1,0,0,0,311,0,1,7,1,7,9,7,2,3,1,1c,310,0,240217_2014,4874
24,240247,0,1,5,76,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240247_2014,4875
24,240252,0,1,5,43,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240252_2014,4876
24,240254,0,1,5,28,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240254_2014,4877
24,240256,0,1,5,83,1,1,1,0,781,0,1,7,2,7,3,7,1,1,2,11b,790,0,240256_2014,4878
24,240259,0,1,5,30,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240259_2014,4879
24,240261,0,1,5,58,1,1,1,0,781,0,1,7,2,7,2,7,4,1,2,11b,790,0,240261_2014,4880
24,240264,0,1,5,58,1,0,0,0,760,0,2,7,3,7,1,7,2,3,2,4b,750,0,240264_2014,4881
24,240268,0,1,5,31,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240268_2014,4882
24,240271,0,1,5,63,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240271_2014,4883
24,240274,0,1,5,41,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240274_2014,4884
24,240277,0,1,5,69,2,1,1,0,781,0,1,7,2,7,1,7,3,1,2,11b,790,0,240277_2014,4885
24,240285,0,1,5,86,2,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240285_2014,4886
24,240289,0,1,5,20,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240289_2014,4887
24,240290,0,1,5,30,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240290_2014,4888
24,240292,0,1,5,31,2,1,1,0,770,0,3,7,2,7,8,7,8,8,8,8,750,0,240292_2014,4889
24,240292,0,2,5,3,2,1,1,0,770,0,3,7,2,7,8,7,8,8,8,8,750,0,240292_2014,4890
24,240300,0,1,5,41,1,9,9,9,900,0,9,7,9,7,8,7,9,8,8,8,990,0,240300_2014,4891
24,240302,0,1,8,20,1,0,0,0,130,0,3,7,3,7,8,7,8,8,8,8,100,0,240302_2014,4892
24,240307,0,1,5,44,2,0,1,0,140,0,2,7,5,7,9,7,3,3,2,4c,100,0,240307_2014,4893
24,240307,0,2,5,36,1,0,1,0,140,0,2,7,5,7,9,7,3,3,2,4c,100,0,240307_2014,4894
24,240308,0,1,8,78,2,0,1,0,140,0,2,7,5,7,9,7,4,3,2,4c,100,0,240308_2014,4895
24,240309,0,1,5,26,1,1,1,0,760,0,1,7,2,7,1,7,2,3,1,1b,750,0,240309_2014,4896
24,240310,0,1,5,35,1,0,0,0,760,0,1,7,1,7,4,7,3,3,1,2a,750,0,240310_2014,4897
24,240316,0,1,5,25,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240316_2014,4898
24,240317,0,1,5,62,1,1,1,0,760,0,1,7,2,7,2,7,1,3,1,1a,750,0,240317_2014,4899
24,240320,0,1,5,23,2,0,1,0,459,0,3,7,5,7,8,7,8,8,8,8,400,0,240320_2014,4900
24,240324,0,1,5,77,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240324_2014,4901
24,240326,0,1,5,61,2,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240326_2014,4902
24,240327,0,1,5,77,1,1,0,0,690,0,1,7,1,7,4,7,1,3,1,2b,990,0,240327_2014,4903
24,240328,0,1,5,39,1,0,0,0,410,0,3,7,3,7,8,7,8,8,8,8,400,0,240328_2014,4904
24,240333,0,1,5,25,1,0,0,0,910,0,3,7,3,7,8,7,8,8,8,8,910,0,240333_2014,4905
24,240337,0,1,5,60,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240337_2014,4906
24,240339,0,1,5,70,2,0,1,0,760,0,2,7,3,7,2,7,1,3,2,4a,750,0,240339_2014,4907
24,240341,0,1,5,32,1,0,0,0,230,0,3,7,4,7,8,7,8,8,8,8,100,0,240341_2014,4908
24,240342,0,1,5,52,1,0,0,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240342_2014,4909
24,240343,0,1,5,45,1,1,1,0,690,0,1,7,2,7,4,7,1,3,2,3b,990,0,240343_2014,4910
24,240351,0,1,6,60,1,0,0,0,0,212,7,1,77,1,7,1,7,7,7,7,0,210,240351_2014,4911
24,240353,0,1,6,34,1,0,0,0,0,280,7,3,77,1,7,1,7,7,7,7,0,290,240353_2014,4912
24,240355,0,1,5,67,2,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240355_2014,4913
24,240361,0,1,6,54,1,0,0,0,0,221,7,1,77,1,7,1,7,7,7,7,0,220,240361_2014,4914
24,240366,0,1,5,22,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240366_2014,4915
24,240366,0,2,5,20,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240366_2014,4916
24,240374,0,1,5,75,1,1,0,0,900,0,9,7,9,7,9,7,1,3,2,4c,990,0,240374_2014,4917
24,240387,0,1,5,32,1,0,0,0,680,0,3,7,3,7,8,7,8,8,8,8,990,0,240387_2014,4918
24,240391,0,1,5,52,1,0,0,0,120,0,3,7,3,7,8,7,8,8,8,8,100,0,240391_2014,4919
24,240392,0,1,5,45,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240392_2014,4920
24,240393,0,1,5,21,1,0,1,0,130,0,1,7,1,7,9,7,1,3,1,2c,100,0,240393_2014,4921
24,240394,0,1,5,31,1,0,1,0,610,0,3,7,3,7,8,7,8,8,8,8,600,0,240394_2014,4922
24,240395,0,1,5,54,1,0,1,0,742,0,3,7,3,7,8,7,8,8,8,8,740,0,240395_2014,4923
24,240413,0,1,5,57,1,0,1,0,760,0,2,7,3,7,3,7,3,1,2,12a,750,0,240413_2014,4924
24,240415,0,1,5,56,1,1,1,0,690,0,1,7,2,7,1,7,2,3,1,1b,990,0,240415_2014,4925
24,240416,0,1,6,41,1,0,1,0,0,129,7,3,77,2,7,1,7,7,7,7,0,110,240416_2014,4926
24,240417,0,1,5,61,2,0,0,0,140,0,3,7,9,7,8,7,8,8,8,8,100,0,240417_2014,4927
24,240419,0,1,5,65,1,0,1,0,760,0,3,7,3,7,8,7,8,8,8,8,750,0,240419_2014,4928
