st_case_year,STATE,ST_CASE,VEH_NO,MDRDSTRD,idno
240090_2011,24,240090,1,96,2311
240091_2010,24,240091,1,0,2312
240091_2011,24,240091,1,96,2313
240092_2010,24,240092,1,0,2314
240092_2010,24,240092,2,0,2315
240092_2011,24,240092,1,96,2316
240093_2010,24,240093,1,96,2317
240093_2010,24,240093,2,96,2318
240093_2011,24,240093,1,92,2319
240093_2011,24,240093,2,96,2320
240094_2010,24,240094,1,96,2321
240094_2010,24,240094,2,96,2322
240094_2011,24,240094,1,0,2323
240094_2011,24,240094,2,96,2324
240095_2010,24,240095,1,0,2325
240095_2010,24,240095,2,0,2326
240095_2010,24,240095,3,0,2327
240095_2011,24,240095,1,96,2328
240096_2010,24,240096,1,0,2329
240096_2011,24,240096,1,96,2330
240097_2010,24,240097,1,0,2331
240097_2010,24,240097,2,96,2332
240097_2011,24,240097,1,92,2333
240098_2010,24,240098,1,0,2334
240098_2011,24,240098,1,92,2335
240098_2011,24,240098,2,96,2336
240099_2010,24,240099,1,96,2337
240099_2010,24,240099,2,0,2338
240099_2011,24,240099,1,96,2339
240100_2010,24,240100,1,0,2340
240100_2011,24,240100,1,96,2341
240100_2011,24,240100,2,96,2342
240101_2010,24,240101,1,0,2343
240101_2011,24,240101,1,96,2344
240102_2010,24,240102,1,96,2345
240102_2011,24,240102,1,92,2346
240103_2010,24,240103,1,0,2347
240103_2011,24,240103,1,96,2348
240103_2011,24,240103,2,96,2349
240104_2010,24,240104,1,0,2350
240104_2011,24,240104,1,92,2351
240104_2011,24,240104,2,96,2352
240105_2010,24,240105,1,98,2353
240105_2010,24,240105,2,98,2354
240105_2011,24,240105,1,92,2355
240106_2010,24,240106,1,0,2356
240106_2010,24,240106,2,0,2357
240106_2010,24,240106,3,0,2358
240106_2011,24,240106,1,0,2359
240107_2010,24,240107,1,0,2360
240107_2010,24,240107,2,96,2361
240107_2011,24,240107,1,92,2362
240107_2011,24,240107,2,96,2363
240107_2011,24,240107,3,0,2364
240108_2010,24,240108,1,0,2365
240108_2011,24,240108,1,96,2366
240109_2010,24,240109,1,0,2367
240109_2010,24,240109,2,16,2368
240109_2011,24,240109,1,92,2369
240110_2010,24,240110,1,0,2370
240110_2010,24,240110,2,0,2371
240110_2011,24,240110,1,0,2372
240111_2010,24,240111,1,0,2373
240111_2011,24,240111,1,0,2374
240112_2010,24,240112,1,98,2375
240112_2011,24,240112,1,0,2376
240112_2011,24,240112,2,0,2377
240113_2010,24,240113,1,92,2378
240113_2011,24,240113,1,96,2379
240114_2010,24,240114,1,96,2380
240114_2011,24,240114,1,96,2381
240115_2010,24,240115,1,98,2382
240115_2011,24,240115,1,0,2383
240116_2010,24,240116,1,96,2384
240116_2011,24,240116,1,0,2385
240117_2010,24,240117,1,92,2386
240117_2010,24,240117,2,96,2387
240117_2011,24,240117,1,92,2388
240117_2011,24,240117,2,96,2389
240118_2010,24,240118,1,96,2390
240118_2011,24,240118,1,99,2391
240118_2011,24,240118,2,0,2392
240119_2010,24,240119,1,0,2393
240119_2011,24,240119,1,0,2394
240119_2011,24,240119,2,96,2395
240120_2010,24,240120,1,0,2396
240120_2011,24,240120,1,4,2397
240121_2010,24,240121,1,1,2398
240121_2010,24,240121,2,0,2399
240121_2011,24,240121,1,92,2400
240121_2011,24,240121,2,96,2401
240122_2010,24,240122,1,0,2402
240122_2011,24,240122,1,0,2403
240122_2011,24,240122,2,0,2404
240123_2010,24,240123,1,0,2405
240123_2010,24,240123,2,0,2406
240123_2010,24,240123,3,96,2407
240123_2011,24,240123,1,92,2408
240124_2010,24,240124,1,99,2409
240124_2010,24,240124,2,16,2410
240124_2011,24,240124,1,99,2411
240125_2010,24,240125,1,96,2412
240125_2011,24,240125,1,0,2413
240125_2011,24,240125,2,96,2414
240126_2010,24,240126,1,96,2415
240126_2011,24,240126,1,0,2416
240127_2010,24,240127,1,96,2417
240127_2011,24,240127,1,0,2418
240128_2010,24,240128,1,96,2419
240128_2011,24,240128,1,0,2420
240129_2010,24,240129,1,96,2421
240129_2011,24,240129,1,96,2422
240130_2010,24,240130,1,96,2423
240130_2010,24,240130,2,96,2424
240130_2011,24,240130,1,92,2425
240130_2011,24,240130,2,0,2426
240131_2011,24,240131,1,0,2427
240132_2010,24,240132,1,96,2428
240132_2011,24,240132,1,92,2429
240132_2011,24,240132,2,0,2430
240133_2010,24,240133,1,0,2431
240133_2011,24,240133,1,96,2432
240133_2011,24,240133,2,0,2433
240134_2010,24,240134,1,92,2434
240134_2011,24,240134,1,0,2435
240135_2010,24,240135,1,0,2436
240135_2011,24,240135,1,7,2437
240136_2010,24,240136,1,96,2438
240136_2011,24,240136,1,0,2439
240137_2010,24,240137,1,96,2440
240137_2010,24,240137,2,96,2441
240137_2011,24,240137,1,92,2442
240137_2011,24,240137,2,96,2443
240138_2010,24,240138,1,1,2444
240138_2011,24,240138,1,3,2445
240139_2010,24,240139,1,96,2446
240139_2011,24,240139,1,0,2447
240139_2011,24,240139,2,0,2448
240140_2010,24,240140,1,96,2449
240140_2010,24,240140,2,0,2450
240140_2011,24,240140,1,92,2451
240141_2010,24,240141,1,96,2452
240141_2011,24,240141,1,96,2453
240142_2010,24,240142,1,96,2454
240142_2011,24,240142,1,92,2455
240142_2011,24,240142,2,96,2456
240143_2010,24,240143,1,96,2457
240143_2010,24,240143,2,96,2458
240143_2011,24,240143,1,92,2459
240144_2010,24,240144,1,96,2460
240144_2010,24,240144,2,96,2461
240144_2011,24,240144,1,92,2462
240144_2011,24,240144,2,96,2463
240144_2011,24,240144,3,96,2464
240145_2010,24,240145,1,96,2465
240145_2010,24,240145,2,96,2466
240145_2011,24,240145,1,0,2467
240145_2011,24,240145,2,98,2468
240146_2010,24,240146,1,0,2469
240146_2010,24,240146,2,0,2470
240146_2011,24,240146,1,92,2471
240146_2011,24,240146,2,92,2472
240147_2010,24,240147,1,0,2473
240147_2011,24,240147,1,0,2474
240147_2011,24,240147,2,7,2475
240148_2010,24,240148,1,0,2476
240148_2010,24,240148,2,0,2477
240148_2011,24,240148,1,99,2478
240148_2011,24,240148,2,0,2479
240149_2010,24,240149,1,0,2480
240149_2010,24,240149,2,0,2481
240149_2011,24,240149,1,92,2482
240150_2010,24,240150,1,96,2483
240150_2011,24,240150,1,0,2484
240151_2010,24,240151,1,96,2485
240151_2010,24,240151,2,96,2486
240151_2011,24,240151,1,96,2487
240152_2010,24,240152,1,96,2488
240152_2011,24,240152,1,92,2489
240153_2010,24,240153,1,0,2490
240153_2011,24,240153,1,99,2491
240154_2010,24,240154,1,96,2492
240154_2011,24,240154,1,92,2493
240155_2010,24,240155,1,96,2494
240155_2010,24,240155,2,0,2495
240155_2010,24,240155,3,0,2496
240155_2011,24,240155,1,99,2497
240156_2010,24,240156,1,0,2498
240156_2010,24,240156,2,0,2499
240156_2010,24,240156,3,0,2500
240156_2011,24,240156,1,96,2501
240157_2010,24,240157,1,96,2502
240157_2011,24,240157,1,92,2503
240158_2010,24,240158,1,1,2504
240158_2010,24,240158,2,0,2505
240158_2011,24,240158,1,92,2506
240159_2010,24,240159,1,96,2507
240159_2011,24,240159,1,0,2508
240160_2010,24,240160,1,96,2509
240160_2010,24,240160,2,0,2510
240160_2011,24,240160,1,92,2511
240160_2011,24,240160,2,0,2512
240161_2010,24,240161,1,0,2513
240161_2011,24,240161,1,99,2514
240162_2010,24,240162,1,0,2515
240162_2010,24,240162,2,0,2516
240162_2011,24,240162,1,92,2517
240163_2010,24,240163,1,96,2518
240163_2010,24,240163,2,0,2519
240163_2011,24,240163,1,0,2520
240164_2010,24,240164,1,0,2521
240164_2010,24,240164,2,0,2522
240164_2011,24,240164,1,97,2523
240164_2011,24,240164,2,0,2524
240164_2011,24,240164,3,0,2525
240165_2010,24,240165,1,92,2526
240165_2010,24,240165,2,96,2527
240165_2011,24,240165,1,96,2528
240166_2010,24,240166,1,0,2529
240166_2011,24,240166,1,96,2530
240167_2010,24,240167,1,98,2531
240167_2011,24,240167,1,0,2532
240167_2011,24,240167,2,0,2533
240168_2010,24,240168,1,96,2534
240168_2011,24,240168,1,0,2535
240168_2011,24,240168,2,0,2536
240169_2010,24,240169,1,96,2537
240169_2011,24,240169,1,0,2538
240170_2010,24,240170,1,92,2539
240170_2011,24,240170,1,96,2540
240171_2010,24,240171,1,96,2541
240171_2011,24,240171,1,92,2542
240171_2011,24,240171,2,0,2543
240172_2010,24,240172,1,98,2544
240172_2010,24,240172,2,98,2545
240172_2011,24,240172,1,0,2546
240172_2011,24,240172,2,0,2547
240173_2010,24,240173,1,0,2548
240173_2011,24,240173,1,0,2549
240174_2010,24,240174,1,0,2550
240174_2011,24,240174,1,0,2551
240175_2010,24,240175,1,98,2552
240175_2011,24,240175,1,96,2553
240176_2010,24,240176,1,1,2554
240176_2011,24,240176,1,96,2555
240177_2010,24,240177,1,0,2556
240177_2010,24,240177,2,0,2557
240177_2011,24,240177,1,96,2558
240177_2011,24,240177,2,0,2559
240178_2010,24,240178,1,96,2560
240178_2011,24,240178,1,96,2561
240178_2011,24,240178,2,96,2562
240179_2010,24,240179,1,98,2563
240179_2011,24,240179,1,92,2564
240179_2011,24,240179,2,0,2565
240180_2010,24,240180,1,92,2566
240180_2010,24,240180,2,96,2567
240180_2011,24,240180,1,96,2568
240181_2010,24,240181,1,96,2569
240181_2011,24,240181,1,92,2570
240181_2011,24,240181,2,0,2571
240181_2011,24,240181,3,0,2572
240182_2010,24,240182,1,96,2573
240182_2010,24,240182,2,0,2574
240182_2011,24,240182,1,99,2575
240183_2010,24,240183,1,96,2576
240183_2010,24,240183,2,16,2577
240183_2010,24,240183,3,16,2578
240183_2011,24,240183,1,92,2579
240184_2010,24,240184,1,0,2580
240184_2010,24,240184,2,16,2581
240184_2011,24,240184,1,96,2582
240185_2010,24,240185,1,0,2583
240185_2011,24,240185,1,92,2584
240186_2010,24,240186,1,96,2585
240186_2011,24,240186,1,96,2586
240187_2010,24,240187,1,92,2587
240187_2010,24,240187,2,0,2588
240187_2010,24,240187,3,0,2589
240187_2010,24,240187,4,16,2590
240187_2011,24,240187,1,0,2591
240187_2011,24,240187,2,96,2592
240188_2010,24,240188,1,0,2593
240188_2011,24,240188,1,1,2594
240188_2011,24,240188,2,0,2595
240189_2010,24,240189,1,96,2596
240189_2011,24,240189,1,0,2597
240190_2010,24,240190,1,92,2598
240190_2011,24,240190,1,92,2599
240191_2010,24,240191,1,0,2600
240191_2010,24,240191,2,16,2601
240191_2011,24,240191,1,92,2602
240192_2010,24,240192,1,96,2603
240192_2010,24,240192,2,0,2604
240192_2011,24,240192,1,0,2605
240192_2011,24,240192,2,0,2606
240193_2010,24,240193,1,1,2607
240193_2011,24,240193,1,98,2608
240193_2011,24,240193,2,98,2609
240194_2010,24,240194,1,96,2610
240194_2011,24,240194,1,0,2611
240195_2010,24,240195,1,92,2612
240195_2010,24,240195,2,96,2613
240195_2011,24,240195,1,0,2614
240195_2011,24,240195,2,0,2615
240196_2010,24,240196,1,92,2616
240196_2010,24,240196,2,0,2617
240196_2010,24,240196,3,96,2618
240196_2011,24,240196,1,0,2619
240196_2011,24,240196,2,0,2620
240197_2010,24,240197,1,96,2621
240197_2011,24,240197,1,99,2622
240198_2010,24,240198,1,1,2623
240198_2011,24,240198,1,1,2624
240199_2010,24,240199,1,0,2625
240199_2011,24,240199,1,0,2626
240200_2010,24,240200,1,96,2627
240200_2010,24,240200,2,0,2628
240200_2011,24,240200,1,0,2629
240200_2011,24,240200,2,0,2630
240201_2010,24,240201,1,96,2631
240201_2011,24,240201,1,96,2632
240202_2010,24,240202,1,96,2633
240202_2010,24,240202,2,0,2634
240202_2010,24,240202,3,0,2635
240202_2010,24,240202,4,0,2636
240202_2011,24,240202,1,92,2637
240202_2011,24,240202,2,0,2638
240203_2010,24,240203,1,98,2639
240203_2010,24,240203,2,0,2640
240203_2010,24,240203,3,0,2641
240203_2011,24,240203,1,92,2642
240204_2010,24,240204,1,96,2643
240204_2011,24,240204,1,0,2644
240205_2010,24,240205,1,92,2645
240205_2010,24,240205,2,96,2646
240205_2011,24,240205,1,0,2647
240206_2010,24,240206,1,96,2648
240206_2011,24,240206,1,0,2649
240207_2010,24,240207,1,0,2650
240207_2011,24,240207,1,96,2651
240208_2010,24,240208,1,96,2652
240208_2011,24,240208,1,0,2653
240209_2010,24,240209,1,0,2654
240209_2011,24,240209,1,96,2655
240209_2011,24,240209,2,0,2656
240210_2010,24,240210,1,92,2657
240210_2010,24,240210,2,0,2658
240210_2010,24,240210,3,0,2659
240210_2011,24,240210,1,92,2660
240210_2011,24,240210,2,96,2661
240211_2010,24,240211,1,92,2662
240211_2011,24,240211,1,0,2663
240211_2011,24,240211,2,0,2664
240212_2010,24,240212,1,96,2665
240212_2011,24,240212,1,96,2666
240213_2010,24,240213,1,96,2667
240213_2011,24,240213,1,0,2668
240213_2011,24,240213,2,0,2669
240214_2010,24,240214,1,1,2670
240214_2011,24,240214,1,92,2671
240214_2011,24,240214,2,96,2672
240215_2010,24,240215,1,0,2673
240215_2011,24,240215,1,0,2674
240215_2011,24,240215,2,0,2675
240215_2011,24,240215,3,0,2676
240216_2010,24,240216,1,96,2677
240216_2011,24,240216,1,98,2678
240217_2010,24,240217,1,96,2679
240217_2010,24,240217,2,96,2680
240217_2011,24,240217,1,92,2681
240217_2011,24,240217,2,0,2682
240217_2011,24,240217,3,98,2683
240218_2010,24,240218,1,0,2684
240218_2010,24,240218,2,0,2685
240218_2011,24,240218,1,92,2686
240219_2010,24,240219,1,96,2687
240219_2010,24,240219,2,0,2688
240219_2010,24,240219,3,0,2689
240219_2011,24,240219,1,0,2690
240219_2011,24,240219,2,0,2691
240220_2010,24,240220,1,96,2692
240220_2010,24,240220,2,0,2693
240220_2010,24,240220,3,16,2694
240220_2011,24,240220,1,0,2695
240220_2011,24,240220,2,0,2696
240221_2010,24,240221,1,96,2697
240221_2010,24,240221,2,96,2698
240221_2011,24,240221,1,0,2699
240221_2011,24,240221,2,0,2700
240222_2010,24,240222,1,96,2701
240222_2011,24,240222,1,92,2702
240222_2011,24,240222,2,0,2703
240223_2010,24,240223,1,96,2704
240223_2011,24,240223,1,92,2705
240223_2011,24,240223,2,1,2706
240224_2010,24,240224,1,92,2707
240224_2010,24,240224,2,16,2708
240224_2010,24,240224,3,16,2709
240224_2011,24,240224,1,96,2710
240224_2011,24,240224,2,96,2711
240225_2010,24,240225,1,0,2712
240225_2011,24,240225,1,0,2713
240225_2011,24,240225,2,0,2714
240226_2010,24,240226,1,96,2715
240226_2011,24,240226,1,92,2716
240226_2011,24,240226,2,96,2717
240227_2010,24,240227,1,92,2718
240227_2010,24,240227,2,0,2719
240227_2011,24,240227,1,96,2720
240228_2010,24,240228,1,92,2721
240228_2010,24,240228,2,0,2722
240228_2011,24,240228,1,96,2723
240229_2010,24,240229,1,96,2724
240229_2010,24,240229,2,0,2725
240229_2011,24,240229,1,96,2726
240230_2010,24,240230,1,96,2727
240230_2011,24,240230,1,96,2728
240231_2010,24,240231,1,0,2729
240231_2010,24,240231,2,16,2730
240231_2011,24,240231,1,0,2731
240231_2011,24,240231,2,0,2732
240232_2010,24,240232,1,96,2733
240232_2010,24,240232,2,0,2734
240232_2011,24,240232,1,92,2735
240232_2011,24,240232,2,96,2736
240232_2011,24,240232,3,96,2737
240232_2011,24,240232,4,96,2738
240232_2011,24,240232,5,96,2739
240232_2011,24,240232,6,96,2740
240233_2010,24,240233,1,96,2741
240233_2010,24,240233,2,96,2742
240233_2011,24,240233,1,0,2743
240234_2010,24,240234,1,1,2744
240234_2010,24,240234,2,0,2745
240234_2011,24,240234,1,96,2746
240235_2010,24,240235,1,92,2747
240235_2010,24,240235,2,16,2748
240235_2011,24,240235,1,96,2749
240236_2010,24,240236,1,96,2750
240236_2010,24,240236,2,0,2751
240236_2011,24,240236,1,92,2752
240237_2010,24,240237,1,92,2753
240237_2010,24,240237,2,0,2754
240237_2011,24,240237,1,96,2755
240238_2010,24,240238,1,0,2756
240238_2010,24,240238,2,0,2757
240239_2010,24,240239,1,92,2758
240239_2010,24,240239,2,96,2759
240239_2011,24,240239,1,92,2760
240240_2011,24,240240,1,0,2761
240240_2011,24,240240,2,0,2762
240241_2010,24,240241,1,96,2763
240241_2011,24,240241,1,92,2764
240241_2011,24,240241,2,96,2765
240242_2010,24,240242,1,96,2766
240242_2011,24,240242,1,96,2767
240242_2011,24,240242,2,96,2768
240243_2010,24,240243,1,92,2769
240243_2010,24,240243,2,0,2770
240243_2011,24,240243,1,0,2771
240243_2011,24,240243,2,0,2772
240243_2011,24,240243,3,0,2773
240244_2010,24,240244,1,92,2774
240244_2011,24,240244,1,92,2775
240245_2010,24,240245,1,92,2776
240245_2010,24,240245,2,96,2777
240245_2011,24,240245,1,96,2778
240246_2010,24,240246,1,0,2779
240246_2010,24,240246,2,96,2780
240246_2011,24,240246,1,92,2781
240247_2010,24,240247,1,96,2782
240247_2010,24,240247,2,96,2783
240247_2011,24,240247,1,96,2784
240247_2011,24,240247,2,92,2785
240248_2010,24,240248,1,96,2786
240248_2010,24,240248,2,0,2787
240248_2011,24,240248,1,92,2788
240248_2011,24,240248,2,96,2789
240249_2010,24,240249,1,0,2790
240249_2010,24,240249,2,16,2791
240249_2010,24,240249,3,16,2792
240249_2011,24,240249,1,0,2793
240250_2010,24,240250,1,96,2794
240250_2011,24,240250,1,96,2795
240250_2011,24,240250,2,96,2796
240251_2010,24,240251,1,92,2797
240251_2010,24,240251,2,0,2798
240251_2011,24,240251,1,99,2799
240252_2010,24,240252,1,96,2800
240252_2011,24,240252,1,96,2801
240253_2010,24,240253,1,96,2802
240253_2011,24,240253,1,92,2803
240254_2010,24,240254,1,96,2804
240254_2010,24,240254,2,96,2805
240254_2011,24,240254,1,92,2806
240254_2011,24,240254,3,96,2807
240255_2010,24,240255,1,92,2808
240255_2010,24,240255,2,0,2809
240255_2011,24,240255,1,92,2810
240255_2011,24,240255,2,0,2811
240256_2010,24,240256,1,0,2812
240256_2010,24,240256,2,0,2813
240256_2011,24,240256,1,0,2814
240257_2010,24,240257,1,92,2815
240257_2010,24,240257,2,96,2816
240257_2011,24,240257,1,92,2817
240257_2011,24,240257,2,0,2818
240258_2010,24,240258,1,92,2819
240258_2010,24,240258,2,0,2820
240258_2011,24,240258,1,92,2821
240258_2011,24,240258,2,96,2822
240259_2010,24,240259,1,96,2823
240259_2010,24,240259,2,96,2824
240259_2011,24,240259,1,0,2825
240259_2011,24,240259,2,96,2826
240260_2010,24,240260,1,96,2827
240260_2010,24,240260,2,0,2828
240260_2011,24,240260,1,92,2829
240261_2010,24,240261,1,96,2830
240261_2010,24,240261,2,96,2831
240261_2011,24,240261,1,92,2832
240262_2010,24,240262,1,0,2833
240262_2011,24,240262,1,0,2834
240263_2010,24,240263,1,92,2835
240263_2010,24,240263,2,96,2836
240263_2011,24,240263,1,92,2837
240263_2011,24,240263,2,96,2838
240263_2011,24,240263,3,96,2839
240264_2010,24,240264,1,92,2840
240264_2011,24,240264,1,0,2841
240265_2010,24,240265,1,92,2842
240265_2011,24,240265,1,96,2843
240266_2010,24,240266,1,96,2844
240266_2011,24,240266,1,92,2845
240267_2010,24,240267,1,0,2846
240267_2010,24,240267,2,0,2847
240267_2011,24,240267,1,92,2848
240267_2011,24,240267,2,96,2849
240268_2010,24,240268,1,96,2850
240268_2010,24,240268,2,96,2851
240268_2011,24,240268,1,92,2852
240268_2011,24,240268,2,92,2853
240268_2011,24,240268,3,96,2854
240268_2011,24,240268,4,96,2855
240269_2010,24,240269,1,96,2856
240269_2011,24,240269,1,96,2857
240270_2010,24,240270,1,99,2858
240270_2010,24,240270,2,99,2859
240270_2011,24,240270,1,92,2860
240270_2011,24,240270,2,96,2861
240271_2010,24,240271,1,98,2862
240271_2011,24,240271,1,92,2863
240272_2010,24,240272,1,96,2864
240272_2011,24,240272,1,0,2865
240273_2010,24,240273,1,98,2866
240273_2011,24,240273,1,0,2867
240274_2010,24,240274,1,96,2868
240274_2011,24,240274,1,1,2869
240275_2010,24,240275,1,96,2870
240275_2010,24,240275,2,96,2871
240275_2011,24,240275,1,96,2872
240276_2010,24,240276,1,96,2873
240276_2010,24,240276,2,96,2874
240276_2011,24,240276,1,92,2875
240276_2011,24,240276,2,96,2876
240277_2010,24,240277,1,96,2877
240277_2011,24,240277,1,92,2878
240277_2011,24,240277,2,0,2879
240278_2010,24,240278,1,96,2880
240278_2010,24,240278,2,96,2881
240278_2011,24,240278,1,0,2882
240279_2010,24,240279,1,0,2883
240279_2010,24,240279,2,16,2884
240279_2010,24,240279,3,16,2885
240279_2011,24,240279,1,92,2886
240279_2011,24,240279,2,0,2887
240280_2010,24,240280,1,0,2888
240280_2010,24,240280,2,0,2889
240280_2011,24,240280,1,92,2890
240281_2010,24,240281,1,0,2891
240281_2010,24,240281,2,0,2892
240281_2011,24,240281,1,92,2893
240281_2011,24,240281,2,96,2894
240282_2010,24,240282,1,96,2895
240282_2010,24,240282,2,96,2896
240282_2011,24,240282,1,0,2897
240282_2011,24,240282,2,0,2898
240282_2011,24,240282,3,96,2899
240283_2010,24,240283,1,92,2900
240283_2010,24,240283,2,0,2901
240283_2011,24,240283,1,0,2902
240284_2010,24,240284,1,92,2903
240284_2010,24,240284,2,96,2904
240284_2011,24,240284,1,92,2905
240284_2011,24,240284,2,96,2906
240285_2010,24,240285,1,92,2907
240285_2010,24,240285,2,0,2908
240285_2011,24,240285,1,0,2909
240285_2011,24,240285,2,96,2910
240286_2010,24,240286,1,96,2911
240286_2010,24,240286,2,16,2912
240286_2010,24,240286,3,16,2913
240286_2011,24,240286,1,0,2914
240287_2010,24,240287,1,92,2915
240287_2010,24,240287,2,0,2916
240287_2010,24,240287,3,0,2917
240287_2011,24,240287,1,0,2918
240288_2010,24,240288,1,92,2919
240288_2010,24,240288,2,0,2920
240288_2010,24,240288,3,0,2921
240288_2010,24,240288,4,0,2922
240288_2011,24,240288,1,92,2923
240288_2011,24,240288,2,0,2924
240289_2010,24,240289,1,0,2925
240289_2011,24,240289,1,92,2926
240289_2011,24,240289,2,96,2927
240290_2010,24,240290,1,0,2928
240290_2010,24,240290,2,0,2929
240290_2011,24,240290,1,0,2930
240291_2010,24,240291,1,96,2931
240291_2011,24,240291,1,92,2932
240291_2011,24,240291,2,0,2933
240292_2010,24,240292,1,96,2934
240292_2011,24,240292,1,99,2935
240293_2010,24,240293,1,92,2936
240293_2011,24,240293,1,96,2937
240294_2010,24,240294,1,92,2938
240294_2010,24,240294,2,0,2939
240294_2010,24,240294,3,0,2940
240294_2010,24,240294,4,0,2941
240294_2011,24,240294,1,92,2942
240294_2011,24,240294,2,16,2943
240295_2010,24,240295,1,96,2944
240295_2011,24,240295,1,96,2945
240296_2010,24,240296,1,96,2946
240296_2011,24,240296,1,96,2947
240297_2010,24,240297,1,96,2948
240297_2011,24,240297,1,92,2949
240297_2011,24,240297,2,96,2950
240298_2010,24,240298,1,1,2951
240298_2010,24,240298,2,0,2952
240298_2010,24,240298,3,0,2953
240298_2011,24,240298,1,0,2954
240298_2011,24,240298,2,16,2955
240299_2010,24,240299,1,0,2956
240299_2010,24,240299,2,0,2957
240299_2010,24,240299,3,0,2958
240299_2010,24,240299,4,0,2959
240299_2011,24,240299,1,92,2960
240300_2010,24,240300,1,0,2961
240300_2011,24,240300,1,0,2962
240300_2011,24,240300,2,0,2963
240301_2010,24,240301,1,92,2964
