st_case_year,STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK,idno
240031_2014,24,240031,1,3,1,5,2,6,42,12,1,1,0,24,3,82,881,82881,61,2010,1FVACWDT9ADA,1,F,V,A,C,W,D,T,9,A,D,A,0,0,57,591282,57591282,2,1,1,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21075,6,1,6,0,3,0,67,185,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,50,1,1,2,1,0,0,1,50,1,1,1,20,0,0,7321
240031_2014,24,240031,2,3,1,5,2,6,42,12,1,1,0,24,1,30,40,30040,4,2000,WVWUH23B8YE3,W,V,W,U,H,2,3,B,8,Y,E,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,24,21207,6,1,0,0,3,0,62,130,0,1,0,0,1,12,2013,12,2013,0,54,48,0,0,2,2,50,1,1,2,1,0,0,5,53,1,1,1,21,1,0,7322
240031_2014,24,240031,3,3,1,5,2,6,42,12,1,1,0,24,2,6,51,6051,4,2006,2C3KA53G26H5,2,C,3,K,A,5,3,G,2,6,H,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,24,20735,0,0,0,0,0,0,69,195,0,0,0,0,0,0,0,0,0,0,54,48,0,0,2,2,50,1,1,2,1,0,0,5,53,1,1,1,98,0,0,7323
240032_2014,24,240032,1,1,1,9,2,2,54,53,0,1,0,24,1,20,403,20403,14,2005,1GNDT13S3521,1,G,N,D,T,1,3,S,3,5,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,3,6,2,42,0,0,0,1,24,20744,6,1,0,0,3,0,71,145,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,35,1,1,2,1,0,0,1,12,1,1,4,6,1,1,7324
240033_2014,24,240033,1,1,1,17,2,23,34,24,0,1,0,24,1,59,34,59034,4,2002,JT8BD69S3201,J,T,8,B,D,6,9,S,3,2,0,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,1,6,2,1,0,0,0,1,24,20774,6,1,0,0,3,0,70,185,0,1,0,2,0,4,2012,10,2012,3,0,0,0,0,3,3,65,1,5,2,1,0,0,1,11,1,1,4,1,1,0,7325
240034_2014,24,240034,1,1,2,21,2,20,48,8,0,1,0,24,1,19,421,19421,15,2007,1GYFK63837R3,1,G,Y,F,K,6,3,8,3,7,R,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,4,3,8,0,0,0,1,24,21813,6,1,0,0,3,0,69,165,0,0,0,0,0,0,0,0,0,0,84,86,0,0,1,2,50,1,1,2,2,0,0,2,80,1,1,1,13,0,0,7326
240035_2014,24,240035,1,1,1,23,2,13,53,31,0,1,0,92,0,53,703,53703,80,1987,JS1SH41A4H21,J,S,1,S,H,4,1,A,4,H,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,42,0,0,0,1,24,21756,1,1,0,0,2,2,71,190,0,1,0,0,1,1,2013,6,2013,4,74,0,0,0,1,2,25,3,3,2,1,0,0,14,13,99,9,4,2,1,1,7327
240036_2014,24,240036,1,1,1,13,1,7,27,8,0,1,0,11,2,12,422,12422,15,2003,1FMPU16L63LC,1,F,M,P,U,1,6,L,6,3,L,C,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,24,20722,6,1,0,0,3,0,63,119,0,0,0,0,0,0,0,0,0,0,87,0,0,0,2,2,35,1,1,2,4,0,0,1,5,99,9,2,13,0,0,7328
240037_2014,24,240037,1,1,1,3,1,19,45,8,0,1,1,24,1,7,482,7482,31,1997,1B7HF13Z7VJ5,1,B,7,H,F,1,3,Z,7,V,J,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,4,5,8,0,0,0,1,24,21205,6,1,0,0,3,0,61,105,0,0,0,0,0,0,0,0,0,0,99,99,99,99,8,2,40,1,3,2,3,3,3,1,80,1,1,1,13,0,0,7329
240038_2014,24,240038,1,1,2,21,1,3,12,8,0,1,0,24,1,49,49,49049,6,2009,JTLKE50E5910,J,T,L,K,E,5,0,E,5,9,1,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,5,8,0,0,0,1,24,21029,6,1,0,0,3,0,64,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,55,1,1,2,1,0,0,1,80,1,1,1,13,0,0,7330
240039_2014,24,240039,1,1,3,20,1,2,2,33,0,1,0,24,2,20,403,20403,14,2004,1GNEK13Z14J1,1,G,N,E,K,1,3,Z,1,4,J,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,14,6,2,1,0,0,0,1,24,20745,1,1,0,0,2,0,68,180,0,1,0,0,0,7,2012,7,2012,4,0,0,0,0,2,2,40,1,1,2,1,0,0,1,13,1,1,4,1,2,1,7331
240040_2014,24,240040,1,3,1,18,1,20,38,8,0,1,0,24,1,35,39,35039,4,2004,1N4BA41E84C9,1,N,4,B,A,4,1,E,8,4,C,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,4,3,8,0,0,0,1,11,20019,6,1,6,0,3,9,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,3,2,55,1,1,2,1,2,3,1,80,1,1,1,13,0,0,7332
240040_2014,24,240040,2,3,1,18,1,20,38,8,0,1,1,99,9,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,98,9,5,8,0,0,0,1,99,99999,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,3,2,55,1,1,2,1,2,3,1,80,1,1,1,98,0,0,7333
240040_2014,24,240040,3,3,2,18,1,20,38,8,0,1,0,24,1,20,37,20037,4,2004,1G1ZU64884F1,1,G,1,Z,U,6,4,8,8,4,F,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,6,2,8,0,0,0,1,24,20721,6,1,0,0,3,0,66,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,55,1,1,2,1,2,3,1,80,1,1,1,98,0,0,7334
240041_2014,24,240041,1,1,1,1,2,17,45,8,0,1,0,24,1,49,40,49040,4,2011,4T1BF3EK3BU6,4,T,1,B,F,3,E,K,3,B,U,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,4,5,8,0,0,0,1,24,21207,6,1,0,0,3,0,67,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30,1,1,2,1,0,0,1,80,1,1,1,13,0,0,7335
240042_2014,24,240042,1,1,1,23,2,23,39,52,0,1,0,24,1,22,18,22018,4,2000,1G2NF52T0YC5,1,G,2,N,F,5,2,T,0,Y,C,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,42,0,0,0,1,24,21771,6,1,0,0,3,9,68,140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,30,1,6,2,2,0,0,1,13,1,1,4,1,1,0,7336
240043_2014,24,240043,1,1,1,24,2,15,21,8,0,1,0,24,1,12,3,12003,2,2010,1ZVBP8CH9A51,1,Z,V,B,P,8,C,H,9,A,5,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,14,2,5,8,0,0,0,1,24,21037,6,1,0,0,3,0,70,210,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,2,25,1,6,2,1,0,0,13,80,1,1,1,98,0,0,7337
240044_2014,24,240044,1,1,1,28,2,15,33,8,0,1,0,24,1,37,32,37032,4,2007,1HGCM56867A0,1,H,G,C,M,5,6,8,6,7,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,8,0,0,0,1,24,21085,6,1,0,0,3,0,62,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,55,1,1,2,1,0,0,1,80,1,1,1,13,0,0,7338
240045_2014,24,240045,1,1,1,22,2,20,11,1,0,1,0,99,9,98,709,98709,80,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,0,9,5,99,0,0,0,1,11,20019,6,1,0,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,0,0,0,0,0,1,2,25,4,2,2,1,0,0,14,99,99,9,1,98,1,1,7339
240046_2014,24,240046,1,2,1,26,2,8,32,12,6,1,0,24,2,12,481,12481,31,1996,1FTEF15Y5TLA,1,F,T,E,F,1,5,Y,5,T,L,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,1,24,21617,6,1,0,0,3,3,67,183,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1,2,30,1,1,2,3,0,0,1,10,1,3,3,64,1,0,7340
240046_2014,24,240046,2,2,1,26,2,8,32,12,6,1,0,24,3,87,881,87881,66,2006,1XP5DB0X36N8,1,X,P,5,D,B,0,X,3,6,N,8,1,1,57,1015162,571015162,3,6,1,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21623,6,1,6,0,3,0,72,225,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1,2,30,1,1,2,3,0,0,1,62,1,1,1,65,0,0,7341
240047_2014,24,240047,1,1,1,25,2,19,20,8,0,1,0,24,3,98,988,98988,52,2009,15GGD2714911,1,5,G,G,D,2,7,1,4,9,1,1,0,0,88,888888888,88888888888,3,21,22,1,0,0,0,0,6,3,0,998,0,0,0,12,2,3,8,0,0,0,1,24,20906,6,1,6,0,3,0,70,170,0,0,0,0,2,7,2012,5,2013,0,99,99,99,99,1,4,98,1,1,2,1,29,8,11,80,1,1,1,13,0,0,7342
240048_2014,24,240048,1,4,1,20,2,10,40,12,11,1,0,24,1,6,43,6043,1,2002,1C3EL55R72N1,1,C,3,E,L,5,5,R,7,2,N,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21409,6,1,0,0,3,0,61,165,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2,50,1,1,2,1,0,0,1,10,1,1,2,66,1,0,7343
240048_2014,24,240048,2,4,1,20,2,10,40,12,11,1,0,10,2,20,32,20032,4,1994,1Y1SK5380RZ0,1,Y,1,S,K,5,3,8,0,R,Z,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,1,24,21409,6,1,0,0,3,0,68,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,62,1,1,1,66,0,0,7344
240048_2014,24,240048,3,4,1,20,2,10,40,12,11,1,0,24,1,37,441,37441,20,2001,2HKRL18681H5,2,H,K,R,L,1,8,6,8,1,H,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,1,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21409,6,1,0,0,3,0,79,187,0,0,0,0,2,4,2012,5,2012,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,62,6,1,1,98,0,0,7345
240048_2014,24,240048,4,4,2,20,2,10,40,12,11,1,0,24,1,12,3,12003,2,2008,1ZVHT80N5851,1,Z,V,H,T,8,0,N,5,8,5,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21012,6,1,0,0,3,0,65,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,1,2,1,0,0,1,62,3,1,1,98,0,0,7346
240049_2014,24,240049,1,1,1,26,2,14,23,8,0,1,0,24,3,94,988,94988,50,2014,4UZABRDU0ECF,4,U,Z,A,B,R,D,U,0,E,C,F,0,0,57,501296,57501296,3,21,22,1,0,0,0,0,1,2,0,998,0,0,0,12,4,5,8,0,0,0,1,24,21075,6,1,6,0,3,0,61,210,0,0,0,0,0,0,0,0,0,0,99,99,99,99,3,3,50,1,1,2,1,29,8,1,80,1,1,1,13,0,0,7347
240050_2014,24,240050,1,1,1,27,2,16,57,35,0,1,0,24,1,49,402,49402,14,2009,2T3ZF33V49W0,2,T,3,Z,F,3,3,V,4,9,W,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,12,6,2,35,0,0,0,1,24,21157,6,1,0,0,3,0,67,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,1,1,2,1,0,0,1,13,1,1,4,1,1,0,7348
240051_2014,24,240051,1,1,1,1,3,2,30,24,0,1,0,24,1,52,46,52046,4,2003,JA3AJ86E83U1,J,A,3,A,J,8,6,E,8,3,U,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,25,0,0,0,1,24,21234,6,1,0,0,3,0,70,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,55,3,1,2,1,0,0,14,13,1,1,4,1,1,1,7349
240052_2014,24,240052,1,2,1,2,3,6,11,12,1,1,0,24,1,35,472,35472,30,2004,1N6ED26Y64C4,1,N,6,E,D,2,6,Y,6,4,C,4,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,1,1,24,21214,6,1,0,0,3,0,68,150,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,55,1,1,2,1,0,0,1,11,1,1,4,32,1,1,7350
240052_2014,24,240052,2,2,1,2,3,6,11,12,1,1,0,26,3,84,881,84881,66,2013,3HSDJSJR8DN3,3,H,S,D,J,S,J,R,8,D,N,3,1,1,57,261902,57261902,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,5,12,0,0,1,1,26,48436,6,1,6,0,3,0,74,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,55,1,1,2,1,0,0,5,61,1,1,5,32,0,0,7351
240053_2014,24,240053,1,1,1,1,3,2,0,32,0,1,0,42,1,39,31,39031,1,1998,SAJGX2249WC0,S,A,J,G,X,2,2,4,9,W,C,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,12,6,2,1,0,0,0,1,42,17532,6,1,0,0,3,0,66,999,0,0,0,1,0,12,2012,12,2012,3,0,0,0,0,1,2,35,1,1,2,1,0,0,1,13,1,1,4,1,1,1,7352
240054_2014,24,240054,1,1,1,7,3,4,30,8,0,1,0,24,1,20,481,20481,31,2006,1GCEK14V56E2,1,G,C,E,K,1,4,V,5,6,E,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,4,5,8,0,0,0,1,24,21060,6,1,0,0,3,0,69,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,45,1,3,2,1,3,3,1,80,9,1,1,13,0,0,7353
240055_2014,24,240055,1,2,1,8,3,22,40,12,6,1,0,24,5,73,706,73706,80,2008,JKAZX4J168A0,J,K,A,Z,X,4,J,1,6,8,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,20794,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,3,36,0,0,0,3,3,40,1,1,2,1,0,0,1,62,1,1,1,69,1,0,7354
240055_2014,24,240055,2,2,1,8,3,22,40,12,6,1,0,24,2,38,402,38402,14,2000,4S2DM58W0Y43,4,S,2,D,M,5,8,W,0,Y,4,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,3,6,2,12,0,0,0,1,24,20723,6,1,0,0,3,0,69,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,40,1,1,2,1,0,0,11,15,1,1,1,68,0,0,7355
240056_2014,24,240056,1,3,1,11,3,11,22,12,1,1,0,54,1,12,481,12481,31,2010,1FTWW3BRXAEB,1,F,T,W,W,3,B,R,X,A,E,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,1,1,54,25403,6,1,6,0,3,0,72,245,0,0,0,0,0,0,0,0,0,4,26,0,0,0,2,2,65,1,1,2,1,0,0,1,51,1,1,1,24,0,0,7356
240056_2014,24,240056,2,3,2,11,3,11,22,12,1,1,0,54,1,2,405,2405,14,2004,1J4GL48K04W2,1,J,4,G,L,4,8,K,0,4,W,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,6,2,2,0,0,1,1,54,25419,6,1,6,0,3,0,66,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,2,1,0,0,1,53,1,1,1,25,2,0,7357
240056_2014,24,240056,3,3,1,11,3,11,22,12,1,1,0,24,1,20,401,20401,14,1994,1GNEK18K2RJ4,1,G,N,E,K,1,8,K,2,R,J,4,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,4,3,12,0,0,0,1,24,21740,6,1,0,0,3,0,71,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,2,1,0,0,1,60,1,1,1,98,0,0,7358
240057_2014,24,240057,1,3,1,8,3,11,56,12,2,1,0,24,1,12,401,12401,14,2004,1FMZU73W44ZB,1,F,M,Z,U,7,3,W,4,4,Z,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21701,6,1,0,0,3,0,75,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,65,2,1,2,1,0,0,1,12,99,9,6,50,1,0,7359
240057_2014,24,240057,2,3,2,8,3,11,56,12,2,1,0,24,1,49,46,49046,4,2012,JTDKN3DU0C15,J,T,D,K,N,3,D,U,0,C,1,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,24,0,0,0,1,24,21074,6,1,0,0,3,0,72,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,65,2,1,2,1,0,0,1,64,1,1,1,51,1,0,7360
240057_2014,24,240057,3,3,3,8,3,11,56,12,2,1,0,24,1,37,421,37421,15,2013,5FNYF4H4XDB0,5,F,N,Y,F,4,H,4,X,D,B,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,24,0,0,0,1,24,21755,6,1,0,0,3,0,65,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,65,2,1,2,1,0,0,1,60,1,1,1,98,0,0,7361
240058_2014,24,240058,1,2,1,15,3,15,38,12,1,1,0,24,1,37,706,37706,80,2007,JH2SC57037M3,J,H,2,S,C,5,7,0,3,7,M,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,20723,6,1,0,0,3,0,72,210,0,0,0,0,0,0,0,0,0,0,99,99,99,99,1,2,35,2,1,2,1,0,0,14,51,99,9,1,32,1,0,7362
240058_2014,24,240058,2,2,1,15,3,15,38,12,1,1,0,24,1,42,401,42401,14,2005,4JGAB75E95A5,4,J,G,A,B,7,5,E,9,5,A,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,4,3,12,0,0,0,1,24,20852,6,1,0,0,3,0,65,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,2,1,2,1,0,0,10,53,1,1,1,32,0,0,7363
240059_2014,24,240059,1,1,1,18,3,4,12,8,0,1,1,99,9,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,99,9,5,8,0,0,0,1,99,99999,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,99,99,99,99,2,2,35,1,2,2,1,0,0,1,80,99,9,1,13,0,0,7364
240060_2014,24,240060,1,3,1,21,3,17,5,12,2,1,0,24,1,37,32,37032,4,2013,1HGCR2E36DA1,1,H,G,C,R,2,E,3,6,D,A,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21015,6,1,0,0,3,0,66,280,0,0,0,0,1,5,2013,5,2013,0,28,0,0,0,1,2,40,3,1,2,1,0,0,14,10,1,1,2,50,1,0,7365
240060_2014,24,240060,2,3,1,21,3,17,5,12,2,1,0,42,1,12,481,12481,31,1999,2FTPX28L0XCA,2,F,T,P,X,2,8,L,0,X,C,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,42,17321,6,1,0,0,3,0,69,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,3,1,2,1,0,0,14,62,1,1,1,51,0,0,7366
240060_2014,24,240060,3,3,2,21,3,17,5,12,2,1,0,24,3,49,32,49032,4,2014,2T1BURHEXEC0,2,T,1,B,U,R,H,E,X,E,C,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21160,6,1,0,0,3,0,67,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,3,1,2,1,0,0,14,62,1,1,1,98,0,0,7367
240061_2014,24,240061,1,1,1,28,3,8,12,42,0,1,0,24,1,7,422,7422,15,2004,1D8HB58D84F1,1,D,8,H,B,5,8,D,8,4,F,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,42,0,0,0,1,24,20721,6,1,0,0,3,0,68,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,55,1,1,2,1,0,0,1,12,1,1,4,6,1,0,7368
240062_2014,24,240062,1,2,1,23,3,20,33,12,2,1,0,42,1,22,2,22002,4,1996,1G2HX52K1TH2,1,G,2,H,X,5,2,K,1,T,H,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,42,16240,6,1,0,0,3,0,72,999,0,0,0,0,0,0,0,0,0,0,51,39,0,0,3,2,65,1,1,2,1,0,0,1,54,1,1,1,52,1,1,7369
240062_2014,24,240062,2,2,3,23,3,20,33,12,2,1,0,51,3,20,481,20481,31,2014,3GCUKREC5EG2,3,G,C,U,K,R,E,C,5,E,G,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,37,27344,6,1,0,0,3,0,69,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,65,1,1,2,1,0,0,1,54,99,9,1,52,0,0,7370
240063_2014,24,240063,1,1,1,25,3,17,40,35,0,1,0,24,3,98,890,98890,66,2006,2FWBA3CG46AV,2,F,W,B,A,3,C,G,4,6,A,V,1,3,57,00463514,5700463514,3,6,6,1,0,0,0,0,0,0,0,998,0,1,5,12,6,2,1,0,0,0,1,24,21050,6,1,6,0,3,0,70,170,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,1,35,2,6,2,3,0,0,14,6,1,9,4,7,1,0,7371
240064_2014,24,240064,1,1,1,26,3,4,46,33,0,1,0,24,1,7,472,7472,31,1994,1B7FL26X8RW1,1,B,7,F,L,2,6,X,8,R,W,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,2,1,11,6,2,1,0,0,0,1,24,20721,6,1,0,0,3,0,68,200,0,0,0,0,0,0,0,0,0,0,87,0,0,0,3,3,50,1,1,2,4,0,0,1,5,99,5,4,7,1,0,7372
240065_2014,24,240065,1,2,1,27,3,15,2,12,2,1,0,24,1,12,13,12013,6,1993,3FAPP15J8PR2,3,F,A,P,P,1,5,J,8,P,R,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21920,6,1,0,0,3,0,71,170,0,3,0,1,0,8,2012,1,2014,0,28,0,0,0,1,2,50,1,5,2,1,0,0,1,10,1,1,2,50,1,0,7373
240065_2014,24,240065,2,2,1,27,3,15,2,12,2,1,0,10,1,6,52,6052,6,2008,3A8FY48B28T2,3,A,8,F,Y,4,8,B,2,8,T,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,10,19711,6,1,6,0,3,0,71,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,1,5,2,1,0,0,1,62,1,1,1,51,0,0,7374
240066_2014,24,240066,1,1,3,29,3,4,3,42,0,1,0,24,1,52,46,52046,4,2011,JA32W8FV8BU0,J,A,3,2,W,8,F,V,8,B,U,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,10,6,2,42,0,0,0,1,24,21206,6,1,0,0,3,0,71,220,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,30,2,1,2,2,0,0,14,6,1,3,4,7,1,1,7375
240067_2014,24,240067,1,6,1,18,3,15,14,12,1,1,0,24,3,86,890,86890,63,2005,1M2AG11C45M0,1,M,2,A,G,1,1,C,4,5,M,0,0,0,57,00528441,5700528441,3,2,5,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,24,21117,6,1,6,0,3,0,69,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,55,1,1,2,1,0,0,1,50,1,1,1,20,0,0,7376
240067_2014,24,240067,2,6,1,18,3,15,14,12,1,1,0,24,1,49,472,49472,30,2003,5TEVL52N03Z2,5,T,E,V,L,5,2,N,0,3,Z,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,24,21122,6,1,0,0,3,0,71,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,55,1,1,2,1,0,0,5,53,1,1,1,21,1,0,7377
