st_case_year,STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR,idno
240484_2016,24,240484,1,1,0,0,0,1,1,33,0,16,7,2016,7,0,18,9,NULL,8,GV-119,NULL,99999,99.9999,999.9999,1,24,0,0,1,1,0,4,8,98,0,98,0,0000000,99,99,99,99,99,99,99,99,99,1,0,4047
100001_2014,10,100001,2,2,0,0,0,2,2,5,0,4,1,2014,7,8,8,0,4,3,SR-24,NULL,270,39.60136944,-75.27249444,0,12,6,0,1,1,0,1,1,8,0,8,0,0000000,8,9,8,17,88,88,0,0,0,1,0,4048
100002_2014,10,100002,2,2,0,0,0,5,5,3,0,25,1,2014,7,17,45,0,4,3,SR-100,NULL,7,39.78013056,-75.58798056,0,12,6,0,1,1,0,1,2,1,0,1,0,0000000,17,45,17,54,18,25,0,0,0,1,0,4049
100003_2014,10,100003,2,2,0,0,0,3,3,1,320,28,1,2014,3,20,31,1,2,2,US-113,"NEW WHARF ROAD",25,38.92558056,-75.41303333,0,12,6,0,7,1,0,1,3,4,0,4,0,0000000,99,99,99,99,99,99,0,0,0,1,0,4050
100004_2014,10,100004,2,2,0,0,0,3,3,3,0,28,1,2014,3,22,28,1,2,2,US-301,NULL,35,39.49403056,-75.71501944,0,12,2,0,1,1,0,1,2,4,0,4,0,0000000,22,25,22,32,23,14,0,0,0,1,1,4051
100005_2014,10,100005,1,1,0,1,1,1,1,3,490,1,2,2014,7,1,30,0,13,3,SR-48,NULL,13,39.75076111,-75.58411667,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,0,4052
100006_2014,10,100006,1,1,0,0,0,2,2,5,0,7,2,2014,6,18,12,0,6,4,CR-212,NULL,26,38.82266111,-75.33521944,0,30,0,0,1,1,0,4,2,1,0,1,0,0000000,18,17,18,18,18,47,0,0,0,2,1,4053
100007_2014,10,100007,2,2,0,0,0,4,4,5,0,8,2,2014,7,10,36,0,6,4,CR-353,CR-365,23,38.53754722,-75.14939444,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,10,39,10,46,99,99,0,0,0,1,0,4054
100008_2014,10,100008,2,2,0,0,0,2,2,1,0,18,2,2014,3,22,10,0,15,3,SR-10,NULL,16,39.11905,-75.50314722,0,12,6,0,1,1,0,1,2,1,0,1,0,0000000,22,18,22,25,99,99,0,0,0,1,1,4055
100009_2014,10,100009,2,2,0,0,0,3,3,3,0,25,2,2014,3,10,48,1,2,3,SR-1,NULL,41,39.351,-75.64158056,0,12,2,0,1,1,0,1,1,4,0,4,0,0000000,10,47,11,15,12,11,0,0,0,1,0,4056
100010_2014,10,100010,2,2,0,0,0,2,2,5,420,28,2,2014,6,17,8,0,15,5,"ROSS STATION ROAD",NULL,11,38.66326944,-75.62166111,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,17,14,17,18,17,44,0,0,0,1,1,4057
100011_2014,10,100011,4,4,0,0,0,4,4,3,0,6,3,2014,5,11,28,0,14,2,US-13,"BELLEVUE PARKWAY RD",40,39.77773889,-75.48905,0,12,1,0,3,2,0,1,1,1,0,1,0,0000000,11,28,11,32,12,10,0,0,0,1,1,4058
100012_2014,10,100012,1,1,0,0,0,1,1,5,0,13,3,2014,5,16,55,0,4,3,SR-17,NULL,49,38.50748056,-75.15941667,0,32,0,0,1,1,0,4,1,1,0,1,0,0000000,16,57,17,23,88,88,0,0,0,1,0,4059
100013_2014,10,100013,2,2,0,0,0,3,3,5,340,16,3,2014,1,16,8,0,4,3,SR-17,CR-365,61,38.52346667,-75.14671111,0,12,6,0,2,2,0,1,1,1,0,1,0,0000000,16,12,16,18,16,18,0,0,0,1,0,4060
100014_2014,10,100014,2,2,0,0,0,2,2,5,0,18,3,2014,3,14,15,9,99,3,"SR-1 COASTAL HWY","SR-16 BROADKILL RD",99999,38.80443889,-75.27246111,0,12,6,1,2,2,0,1,1,10,0,10,0,0000000,14,18,14,23,88,88,0,0,0,1,0,4061
100015_2014,10,100015,1,1,0,0,0,2,2,3,0,21,3,2014,6,1,18,0,14,3,SR-72,NULL,23,39.71601111,-75.73946111,0,33,0,0,1,1,0,3,2,1,0,1,0,0000000,1,21,1,27,88,88,0,0,0,2,1,4062
100016_2014,10,100016,3,3,0,0,0,5,5,3,0,22,3,2014,7,20,41,9,99,3,SR-4,"KINGSTON RD",99999,39.66201389,-75.73012778,0,12,6,0,2,2,0,1,2,1,0,1,0,0000000,20,43,20,47,21,0,0,0,0,1,0,4063
100017_2014,10,100017,2,2,0,0,0,3,3,5,0,25,3,2014,3,13,50,1,2,3,SR-1,"COASTAL HWY",82,38.83761944,-75.317325,0,12,6,0,2,2,0,1,1,10,8,8,0,0000000,13,53,14,1,14,48,0,0,0,1,1,4064
100018_2014,10,100018,2,2,0,0,0,2,2,3,0,5,4,2014,7,22,9,0,13,8,"DE SR-4/CHESNUT HILL RD","AUGUSTA DR",42,39.67471944,-75.70338056,0,12,6,1,2,2,0,1,3,1,0,1,0,0000000,22,9,22,14,22,27,0,0,0,1,0,4065
100019_2014,10,100019,3,2,1,0,0,2,2,3,150,23,3,2014,1,1,43,0,13,8,"E-KIRKWOOD HWY",NULL,128,39.73875,-75.591775,0,12,6,0,7,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,4066
100020_2014,10,100020,2,2,0,0,0,3,3,3,360,4,4,2014,6,22,13,0,14,5,"LIBRARY AVE",NULL,82,39.6694,-75.73883889,0,12,2,0,1,1,0,1,2,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0,4067
100021_2014,10,100021,2,2,0,1,1,2,2,1,0,11,4,2014,6,22,40,0,6,8,"BARRETT'S CHAPEL RD",NULL,44,39.03496111,-75.48176111,0,34,0,0,1,1,0,4,2,1,0,1,0,0000000,22,43,22,51,99,99,0,0,0,2,1,4068
100022_2014,10,100022,1,1,0,0,0,3,3,3,0,12,4,2014,7,0,23,0,15,3,"SR-37 AIRPORT RD N/B",NULL,19,39.68545,-75.61685,0,31,0,0,1,1,0,4,2,10,0,10,0,0000000,0,20,0,24,0,44,0,0,0,2,1,4069
100023_2014,10,100023,1,1,0,0,0,1,1,5,0,12,4,2014,7,2,15,0,6,8,"COOPER RD",NULL,4,38.4543,-75.3776,0,1,0,0,1,1,0,1,2,1,0,1,0,0000000,2,20,2,27,88,88,0,0,0,1,1,4070
100024_2014,10,100024,1,1,0,0,0,1,1,1,0,13,4,2014,1,13,6,0,15,3,"SR-15 WYOMING MILL RD",NULL,16,39.13741944,-75.55355,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,13,9,13,15,99,99,0,0,0,1,0,4071
100025_2014,10,100025,1,1,0,1,1,1,1,3,0,21,4,2014,2,21,35,1,13,2,"US-13 N/B DUPONT PKWY",NULL,18,39.67418056,-75.59596944,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,21,40,21,45,99,99,0,0,0,1,0,4072
100026_2014,10,100026,2,2,0,0,0,3,3,5,0,22,4,2014,3,21,7,0,99,8,"BANKS RD","FRIENDSHIP RD",99999,38.65236944,-75.18471944,0,12,2,1,2,3,0,1,2,10,0,10,0,0000000,21,8,21,18,21,45,0,0,0,1,0,4073
100027_2014,10,100027,2,2,0,0,0,2,2,3,490,24,4,2014,5,19,15,0,14,6,"N. MARKET ST",NULL,22,39.75893056,-75.52608056,0,12,6,0,4,1,0,1,5,10,0,10,0,0000000,99,99,99,99,99,98,0,0,0,1,1,4074
100028_2014,10,100028,1,1,0,0,0,2,2,3,360,27,4,2014,1,0,26,0,6,3,"SR-72 LIBRARY AVE",NULL,36,39.68521944,-75.7369,0,42,0,1,19,1,0,10,3,1,0,1,0,0000000,99,99,99,99,99,98,0,0,0,2,1,4075
100029_2014,10,100029,2,2,0,0,0,3,3,5,0,27,4,2014,1,15,44,1,2,2,US-113,"ALMS RD",163,38.65291944,-75.36781944,0,12,6,1,2,2,0,1,1,1,0,1,0,0000000,15,47,15,54,16,26,0,0,0,2,0,4076
100030_2014,10,100030,1,1,0,0,0,2,2,3,0,3,5,2014,7,21,20,0,13,2,"US-13 DUPONT PARKWAY",NULL,38,39.66726111,-75.66708889,0,31,0,0,1,1,0,4,2,2,0,2,0,0000000,21,22,21,26,21,40,0,0,0,2,0,4077
100031_2014,10,100031,1,1,0,1,1,1,1,3,0,4,5,2014,1,23,32,0,3,2,"US-13 DUPONT PKWY",NULL,68,39.36346944,-75.64971944,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,23,38,0,5,0,32,0,0,0,1,0,4078
100032_2014,10,100032,2,2,0,0,0,2,2,3,0,10,5,2014,7,19,26,0,2,3,"SR-72 SUNSET LAKE RD",NULL,38,39.63831944,-75.7288,0,12,2,0,1,1,0,1,1,10,0,10,0,0000000,19,26,19,32,20,2,0,0,0,1,1,4079
100033_2014,10,100033,1,1,0,1,1,1,1,1,0,10,5,2014,7,21,28,0,13,2,"US-13 S. DUPONT HWY",NULL,38,39.0105,-75.56815,0,8,0,0,1,1,0,1,2,2,0,2,0,0000000,21,30,21,34,99,99,0,0,0,1,0,4080
100034_2014,10,100034,2,2,0,0,0,3,3,5,0,15,5,2014,5,15,37,1,2,2,"US-113 DUPONT BLVD",NULL,165,38.65451944,-75.36933056,0,12,2,0,7,1,0,3,1,1,0,1,0,0000000,15,38,15,44,16,11,0,0,0,1,0,4081
100035_2014,10,100035,2,2,0,0,0,2,2,5,0,20,5,2014,3,15,13,0,4,3,"SR-30 CEDAR CREEK RD",NULL,72,38.87428889,-75.38283889,0,12,6,0,1,1,0,1,1,10,0,10,0,0000000,15,12,15,21,99,99,0,0,0,1,1,4082
100036_2014,10,100036,1,1,0,0,0,2,2,5,0,29,5,2014,5,0,55,0,6,8,"SANDHILL RD",NULL,30,38.71671111,-75.36281111,0,1,0,0,1,1,0,4,2,2,0,2,0,0000000,0,59,1,22,2,40,0,0,0,1,0,4083
100037_2014,10,100037,2,2,0,1,1,2,2,3,0,30,5,2014,6,21,49,1,13,2,"US-13 DUPONT PKWY",NULL,20,39.67801111,-75.59245,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,21,51,21,54,88,88,0,0,0,1,0,4084
100038_2014,10,100038,2,2,0,0,0,2,2,3,0,23,5,2014,6,21,7,0,14,2,"US-13 GOVERNOR PRINTZ BLVD",NULL,34,39.75613056,-75.49506111,0,12,1,0,7,1,0,1,2,1,0,1,0,0000000,21,5,21,10,21,30,0,0,0,1,0,4085
100039_2014,10,100039,1,1,0,0,0,4,4,1,0,16,4,2014,4,21,30,0,4,3,"SR-9 BAYSIDE DR",NULL,39,39.15683056,-75.44383889,0,34,0,0,1,1,0,4,2,10,0,10,0,0000000,21,37,21,52,22,3,0,0,0,1,1,4086
100040_2014,10,100040,1,1,0,0,0,1,1,5,0,20,5,2014,3,17,33,0,4,3,"SR-16 BEACH HWY",NULL,170,38.79455,-75.38235,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,17,37,17,40,18,8,0,0,0,1,0,4087
100041_2014,10,100041,1,1,0,0,0,1,1,5,0,24,5,2014,7,3,8,9,99,2,"US-13 SUSSEX HWY",NULL,99999,38.6091,-75.58591111,0,1,0,0,1,1,0,3,2,1,0,1,0,0000000,3,10,3,17,4,3,0,0,0,1,0,4088
100042_2014,10,100042,1,1,0,0,0,1,1,5,0,8,6,2014,1,2,21,0,4,6,"REDDEN RD",NULL,23,38.74718889,-75.55523056,0,52,0,0,1,1,0,4,2,1,0,1,0,0000000,2,23,2,31,2,55,20,0,0,1,1,4089
100043_2014,10,100043,1,1,0,1,1,1,1,3,0,17,6,2014,3,13,48,1,13,2,"US-13 NORTHBOUND",NULL,20,39.68201944,-75.58866944,0,33,0,0,1,1,2,4,1,1,0,1,0,0000000,13,42,13,56,14,13,0,0,0,2,0,4090
100044_2014,10,100044,1,1,0,1,1,2,2,1,130,24,6,2014,3,3,50,0,13,2,US-13,"WEBBS LANE",21,39.13273056,-75.52838889,0,8,0,1,3,2,0,1,2,1,0,1,0,0000000,99,99,99,99,3,56,0,0,0,1,0,4091
100045_2014,10,100045,2,2,0,0,0,2,2,3,0,3,7,2014,5,10,31,0,16,6,"GLASGOW AVE",NULL,12,39.60371944,-75.74456944,0,12,6,0,8,1,0,1,1,1,0,1,0,0000000,10,30,10,35,11,11,0,0,0,1,0,4092
100046_2014,10,100046,2,2,0,0,0,2,2,3,0,5,7,2014,7,14,33,0,14,3,"SR-3 MARSH RD","MILLERS RD",41,39.81478056,-75.49005,0,25,0,0,2,3,0,1,1,1,0,1,0,0000000,14,37,14,42,99,99,0,0,0,2,0,4093
100047_2014,10,100047,1,1,0,1,1,3,3,3,0,25,7,2014,6,12,35,1,13,2,"US-13 DUPONT PKWY",NULL,5,39.65626944,-75.61433889,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,12,34,12,40,88,88,0,0,0,1,0,4094
100048_2014,10,100048,1,1,0,1,1,1,1,3,0,26,7,2014,7,20,29,0,13,3,"SR-273 NEWARK-CHRISTIANA RD","RUTHAR DR",24,39.68538056,-75.70705,0,59,0,1,3,2,0,3,1,1,0,1,0,0000000,20,29,20,34,88,88,0,0,0,1,1,4095
100049_2014,10,100049,1,1,0,0,0,1,1,5,0,27,4,2014,1,2,25,9,99,4,"CR-212 CEDAR CREEK RD",NULL,99999,38.82636944,-75.3428,0,30,0,0,1,1,0,4,2,1,0,1,0,0000000,2,28,2,36,88,88,0,0,0,1,1,4096
100050_2014,10,100050,1,1,0,0,0,1,1,5,0,27,5,2014,3,16,1,9,99,4,"CR-392 GUM RD",NULL,99999,38.50775,-75.21795,0,32,0,0,1,1,0,4,1,1,0,1,0,0000000,16,2,16,7,88,88,0,0,0,1,1,4097
100051_2014,10,100051,1,1,0,0,0,3,3,1,0,2,6,2014,2,0,54,0,3,3,"SR-12 MIDSTATE RD",NULL,17,39.0053,-75.53663889,0,53,0,0,1,1,0,4,2,1,0,1,0,0000000,0,56,1,3,1,38,0,0,0,1,0,4098
100052_2014,10,100052,2,2,0,0,0,4,4,1,0,7,6,2014,7,22,12,0,3,3,"SR-8 HALLTOWN RD",NULL,10,39.11478889,-75.72696944,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,99,99,22,17,99,99,0,0,0,2,1,4099
100053_2014,10,100053,2,2,0,0,0,5,5,5,0,14,6,2014,7,11,2,1,2,3,"SR-18 SEASHORE HWY",NULL,99,38.70786111,-75.54926111,0,12,2,0,1,1,0,1,1,1,0,1,0,0000000,11,5,11,20,11,39,0,0,0,1,0,4100
100054_2014,10,100054,2,2,0,0,0,4,4,5,0,18,4,2014,6,15,33,9,99,8,"CONAWAY RD",NULL,99999,38.56518889,-75.37733056,0,12,6,0,1,1,0,1,1,1,0,1,0,0000000,15,36,15,44,16,30,0,0,0,1,1,4101
100055_2014,10,100055,1,1,0,0,0,1,1,5,0,16,5,2014,6,21,19,9,99,3,"SR-20 PYLE CENTER RD",NULL,99999,38.50408056,-75.17455,0,30,0,0,1,1,0,4,2,5,0,5,0,0000000,21,21,21,26,88,88,0,0,0,1,0,4102
100056_2014,10,100056,1,1,0,0,0,2,2,5,0,26,6,2014,5,22,15,1,2,2,"US-13 SUSSEX HWY",NULL,19,38.48421111,-75.55753056,0,1,0,0,1,1,0,1,2,1,0,1,0,0000000,22,15,22,19,22,54,0,0,0,2,1,4103
100057_2014,10,100057,2,2,0,0,0,2,2,3,0,9,7,2014,4,23,1,0,14,3,"SR-3 WASHINGTON ST","MARSH RD",37,39.77326944,-75.50738056,0,12,6,1,2,2,0,1,2,1,0,1,0,0000000,23,0,23,5,23,18,0,0,0,1,1,4104
100058_2014,10,100058,2,2,0,0,0,5,5,5,0,6,7,2014,1,21,21,1,2,2,"US-13 SUSSEX HWY",NULL,27,38.79536944,-75.58921111,0,12,1,0,1,1,0,1,2,1,0,1,0,0000000,21,23,21,28,21,39,0,0,0,1,1,4105
100059_2014,10,100059,2,2,0,0,0,2,2,5,0,24,7,2014,5,11,42,0,5,9,"EAST PINEY GROVE RD","SHORTLY RD",28,38.63126944,-75.38678889,0,12,6,1,2,2,0,1,1,10,0,10,0,0000000,11,44,11,54,12,17,0,0,0,1,0,4106
100060_2014,10,100060,1,1,0,1,1,2,2,3,0,5,8,2014,3,18,22,0,14,3,"SR-9 NEW CASTLE AVE",NULL,16,39.70916111,-75.54921111,0,8,0,0,1,1,0,1,1,1,0,1,0,0000000,18,22,18,24,18,42,0,0,0,1,0,4107
100061_2014,10,100061,1,1,0,0,0,2,2,3,0,10,8,2014,1,7,5,0,13,3,"SR-896 SOUTH COLLEGE AVE","GLASGOW AVE",49,39.61178056,-75.74571944,0,42,0,0,5,1,0,8,9,1,0,1,0,0000000,7,4,7,8,7,32,0,0,0,1,1,4108
100062_2014,10,100062,1,1,0,0,0,2,2,5,0,20,8,2014,4,11,42,9,99,3,"SR-20 ZION CHURCH RD",NULL,99999,38.48216111,-75.15488056,0,59,0,0,1,1,0,4,1,1,0,1,0,0000000,11,43,11,50,12,7,0,0,0,1,0,4109
100063_2014,10,100063,1,1,0,1,1,1,1,3,0,27,8,2014,4,8,9,9,99,2,"US-202 CONCORD PIKE","WIDNER UNIVERSITY ENTRANCE",99999,39.81775,-75.5485,0,8,0,0,3,2,0,1,1,1,0,1,0,0000000,8,11,8,13,8,27,0,0,0,1,0,4110
100064_2014,10,100064,2,2,0,0,0,2,2,3,0,31,8,2014,1,19,19,9,99,2,"US-13 PHILADELPHIA PIKE",NULL,99999,39.78001944,-75.4855,0,12,2,0,1,1,0,1,5,2,0,2,0,0000000,19,19,19,23,19,46,0,0,0,1,1,4111
100065_2014,10,100065,1,1,0,1,1,4,4,3,0,12,9,2014,6,20,46,9,99,8,"BRACKENVILLE RD",NULL,99999,39.78701111,-75.6671,0,9,0,0,1,1,0,1,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,4112
100066_2014,10,100066,2,2,0,0,0,4,4,5,0,6,7,2014,1,1,44,0,6,3,"SR-1 COASTAL HIGHWAY","OLD LANDING RD",28,38.72795,-75.12918889,0,12,1,1,2,3,0,1,3,1,0,1,0,0000000,1,46,1,49,88,88,0,0,0,1,1,4113
100067_2014,10,100067,4,4,0,0,0,4,4,5,0,1,6,2014,1,2,57,1,2,2,"US-13 SUSSEX HIGHWAY",NULL,6,38.70871944,-75.58836944,0,12,2,0,1,1,0,1,2,1,0,1,0,0000000,3,4,3,15,3,41,0,0,0,1,1,4114
100068_2014,10,100068,1,1,0,0,0,1,1,1,0,25,5,2014,1,15,37,0,6,8,"FOX HOLE RD",NULL,9,39.08386111,-75.65621111,0,1,0,0,1,1,0,1,1,1,0,1,0,0000000,15,38,15,49,16,13,0,0,0,1,0,4115
100069_2014,10,100069,2,2,0,0,0,4,4,5,0,12,9,2014,6,16,22,9,99,8,"POWER PLANT RD","BUNTING RD",99999,39.59435,-75.77483889,0,12,6,1,2,2,0,1,1,1,0,1,0,0000000,16,24,16,29,88,88,0,0,0,1,0,4116
100070_2014,10,100070,2,1,1,0,2,1,3,3,0,30,9,2014,3,15,28,9,99,3,"SR-1 KOREAN WAR VET MEM HWY",NULL,99999,39.67183889,-75.6542,0,14,0,1,5,1,0,10,1,1,0,1,0,0000000,15,28,15,31,99,99,0,0,0,1,1,4117
100071_2014,10,100071,1,1,0,0,0,51,51,3,0,21,9,2014,1,16,20,9,99,2,US-13,SR-1,99999,39.61441944,-75.64308056,0,1,0,1,5,1,0,4,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,3,0,4118
100072_2014,10,100072,1,1,0,1,1,1,1,3,490,23,9,2014,3,11,20,9,99,5,"ORANGE ST",NULL,99999,39.74016111,-75.55308056,0,8,0,0,1,1,0,1,1,99,0,99,0,0000000,99,99,99,99,99,99,0,0,0,1,0,4119
100073_2014,10,100073,2,2,0,0,0,4,4,3,0,2,10,2014,5,21,12,9,99,8,"LEA BLVD","PHILADELPHIA PIKE",99999,39.76145,-75.52051944,0,12,6,1,2,2,0,1,3,1,0,1,0,0000000,21,15,21,21,22,16,20,0,0,1,1,4120
100074_2014,10,100074,1,1,0,0,0,1,1,3,0,4,10,2014,7,1,56,1,99,1,I-95,NULL,99999,39.77758889,-75.51376111,0,42,0,0,1,1,0,4,2,2,0,2,0,0000000,1,56,2,2,88,88,0,0,0,1,1,4121
100075_2014,10,100075,1,1,0,1,1,1,1,3,0,5,10,2014,1,21,15,1,99,1,I-95,NULL,99999,39.63876111,-75.78741944,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,21,13,21,20,21,56,19,0,0,1,0,4122
100076_2014,10,100076,2,2,0,1,1,4,4,3,0,15,10,2014,4,0,59,9,99,3,SR-58,"CHURCHMANS PLACE",99999,39.68916944,-75.65838889,0,8,0,1,3,2,0,1,2,1,0,1,0,0000000,0,59,1,4,88,88,0,0,0,1,0,4123
100077_2014,10,100077,2,2,0,0,0,3,3,3,0,17,10,2014,6,0,3,9,99,8,"POLLY DRUMMOND HILL RD",NULL,99999,39.71441111,-75.71088889,0,12,2,0,1,1,0,1,2,10,0,10,0,0000000,0,2,0,10,0,37,0,0,0,2,2,4124
100078_2014,10,100078,1,1,0,0,0,1,1,5,0,19,10,2014,1,2,17,9,99,8,"ROBINSONVILLE RD",NULL,99999,38.68881944,-75.18058889,0,32,0,0,1,1,0,4,2,1,0,1,0,0000000,2,19,2,32,88,88,0,0,0,1,1,4125
100079_2014,10,100079,2,2,0,0,0,3,3,3,370,18,9,2014,5,8,53,9,99,6,"MOORES LANE","CONSTITUTION BLVD",99999,39.67968889,-75.5662,0,12,2,1,2,3,0,1,1,10,1,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0,4126
100080_2014,10,100080,1,1,0,2,2,1,1,3,370,12,10,2014,1,1,7,9,99,6,"MILLTOWN RD",NULL,99999,39.71746111,-75.67471944,0,8,0,0,1,1,0,2,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1,4127
100081_2014,10,100081,1,1,0,0,0,2,2,3,0,2,11,2014,1,3,33,9,99,2,US-301,NULL,99999,39.60713889,-75.74261944,0,52,0,0,1,1,0,3,2,1,0,1,0,0000000,3,34,3,39,4,30,0,0,0,1,1,4128
100082_2014,10,100082,1,1,0,0,0,1,1,1,0,13,11,2014,5,8,55,9,99,8,"NINE FOOT RD",NULL,99999,38.84198889,-75.61583889,0,1,0,0,1,1,0,4,1,10,0,10,0,0000000,8,59,9,15,99,99,0,0,0,1,0,4129
100083_2014,10,100083,1,1,0,1,1,2,2,5,0,19,11,2014,4,5,50,9,99,3,"SR-24 JOHN J WILLIAMS HWY",NULL,99999,38.70048889,-75.1677,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,5,51,5,58,99,96,0,0,0,1,0,4130
100084_2014,10,100084,1,1,0,0,0,2,2,5,0,19,11,2014,4,15,19,9,99,8,"OMAR RD",NULL,99999,38.53115,-75.19213056,0,42,0,0,1,1,0,4,1,1,0,1,0,0000000,15,21,15,34,16,34,0,0,0,1,1,4131
100085_2014,10,100085,1,1,0,0,0,2,2,5,0,25,11,2014,3,7,59,9,99,3,"SR-54 CYPRESS RD",NULL,99999,38.47411944,-75.29675,0,1,0,0,1,1,0,4,1,1,0,1,0,0000000,8,1,8,13,9,31,0,0,0,1,0,4132
100086_2014,10,100086,2,2,0,0,0,2,2,5,0,14,7,2014,2,10,21,9,99,2,"US-113 NORTH DUPONT HWY",NULL,99999,38.50846944,-75.23781111,0,12,2,0,7,1,0,1,1,10,0,10,0,0000000,10,20,10,26,11,4,20,0,0,1,0,4133
100087_2014,10,100087,1,1,0,1,1,1,1,1,130,26,9,2014,6,20,16,9,99,6,"WEST DIVISION ST",NULL,99999,39.15953056,-75.53528056,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0,4134
100088_2014,10,100088,2,2,0,0,0,3,3,3,0,1,8,2014,6,16,15,9,99,3,"SR-1 KOREAN WAR VETS MEM HWY",NULL,99999,39.6366,-75.65316944,0,12,6,0,1,1,0,1,1,2,0,2,0,0000000,16,18,16,24,16,45,0,0,0,1,1,4135
100089_2014,10,100089,2,2,0,0,0,2,2,5,0,16,8,2014,7,14,15,9,99,4,"CR-74 SHILOH CHURCH RD","CR-465 CHIPMANSPOND RD",99999,38.55816111,-75.52513056,0,12,6,1,2,4,0,1,1,1,0,1,0,0000000,14,16,14,21,14,54,0,0,0,1,0,4136
100090_2014,10,100090,2,2,0,1,1,3,3,3,0,6,12,2014,7,19,12,1,99,1,I-95,NULL,99999,39.68506111,-75.65313889,0,8,0,0,1,1,0,1,2,2,0,2,0,0000000,19,14,19,22,88,88,0,0,0,1,0,4137
100091_2014,10,100091,1,1,0,1,1,1,1,3,0,10,12,2014,4,17,47,9,99,3,"SR-4 OGLETOWN STANTON RD",NULL,99999,39.69341944,-75.66875,0,8,0,0,1,1,0,1,2,2,0,2,0,0000000,17,45,17,55,88,88,0,0,0,1,0,4138
100092_2014,10,100092,1,1,0,0,0,2,2,3,0,16,12,2014,3,9,44,9,99,8,"OGLETOWN-STANTON RD",NULL,99999,39.69718889,-75.66303889,0,30,0,0,1,1,0,4,1,1,0,1,0,0000000,9,44,9,47,10,0,0,0,0,1,0,4139
100093_2014,10,100093,1,1,0,0,0,4,4,3,0,9,12,2014,3,11,41,9,99,3,"SR-71 SUMMIT BRIDGE RD",NULL,99999,39.55768889,-75.73818056,0,52,0,0,1,1,0,3,1,2,0,2,0,0000000,11,42,11,48,12,29,0,0,0,1,0,4140
100094_2014,10,100094,1,1,0,1,1,1,1,3,0,20,12,2014,7,18,13,9,99,8,"COX NECK RD",NULL,99999,39.5646,-75.6533,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,18,13,18,17,88,88,0,0,0,1,0,4141
100095_2014,10,100095,1,1,0,0,0,1,1,3,0,21,12,2014,1,4,56,9,99,2,US-13,NULL,99999,39.67048889,-75.59983889,0,38,0,0,1,1,0,4,2,10,0,10,0,0000000,4,58,5,2,88,88,0,0,0,1,0,4142
100096_2014,10,100096,1,1,0,1,1,2,2,5,0,15,8,2014,6,20,28,9,99,3,"SR-18 SEASHORE HWY",NULL,99999,38.70778056,-75.55241111,0,8,0,0,1,1,0,1,2,1,0,1,0,0000000,20,30,20,42,21,6,0,0,0,1,0,4143
100097_2014,10,100097,2,2,0,1,1,3,3,1,0,8,11,2014,7,19,49,9,99,2,"US-13 S. DUPONT HWY",NULL,99999,39.12743889,-75.53055,0,8,0,0,1,1,0,1,3,1,0,1,0,0000000,19,52,19,56,88,88,0,0,0,1,0,4144
100098_2014,10,100098,2,2,0,0,0,3,3,5,0,2,9,2014,3,11,4,9,99,8,"GOVERNOR SHOCKLEY RD","EAST PINEY GROVE RD",99999,38.61903889,-75.35738889,0,12,6,1,2,2,0,1,1,1,0,1,0,0000000,11,5,11,12,11,45,0,0,0,1,0,4145
100099_2014,10,100099,1,1,0,0,0,2,2,1,0,21,7,2014,2,19,8,9,99,3,"SR-9 BAYSIDE DR",NULL,99999,39.17781944,-75.4529,0,30,0,0,1,1,0,4,1,1,0,1,0,0000000,19,10,19,18,19,45,0,0,0,2,1,4146
